week,location,average_price
12-08-2017,Coonoor,69.57(87.89)
12-08-2017,Coimbatore,84.31(91.48)
12-08-2017,Tea Serve,61.27(77.76)
05-08-2017,Kolkata,154.56(159.40)
05-08-2017,Guwahati,156.28(144.15)
05-08-2017,Siliguri,127.64(132.32)
05-08-2017,Jalpaiguri,NS(NS)
05-08-2017,mjunction,
05-08-2017,Cochin,106.82(114.47)
05-08-2017,Coonoor,73.75(85.97)
05-08-2017,Coimbatore,83.33(90.28)
05-08-2017,Tea Serve,62.51(78.33)
29-07-2017,Kolkata,162.98(159.43)
29-07-2017,Guwahati,153.23(146.07)
29-07-2017,Siliguri,126.41(135.79)
29-07-2017,Jalpaiguri,NS(NS)
29-07-2017,mjunction,
29-07-2017,Cochin,106.11(115.98)
29-07-2017,Coonoor,74.01(85.42)
29-07-2017,Coimbatore,80.45(91.17)
29-07-2017,Tea Serve,62.86(79.49)
22-07-2017,Kolkata,165.87(162.54)
22-07-2017,Guwahati,151.19(149.85)
22-07-2017,Siliguri,129.39(138.38)
22-07-2017,Jalpaiguri,NS(NS)
22-07-2017,mjunction,
22-07-2017,Cochin,104.76(114.23)
22-07-2017,Coonoor,71.86(87.62)
22-07-2017,Coimbatore,82.61(92.73)
22-07-2017,Tea Serve,62.50(81.56)
15-07-2017,Kolkata,160.57(171.50)
15-07-2017,Guwahati,151.21(154.04)
15-07-2017,Siliguri,132.76(142.89)
15-07-2017,Jalpaiguri,NS(NS)
15-07-2017,mjunction,
15-07-2017,Cochin,106.61(113.15)
15-07-2017,Coonoor,69.83(91.00)
15-07-2017,Coimbatore,86.87(94.33)
15-07-2017,Tea Serve,63.19(82.86)
08-07-2017,Kolkata,170.56(163.96)
08-07-2017,Guwahati,152.63(155.34)
08-07-2017,Siliguri,132.59(140.11)
08-07-2017,Jalpaiguri,NS(NS)
08-07-2017,mjunction,
08-07-2017,Cochin,104.92(111.72)
08-07-2017,Coonoor,76.37(94.84)
08-07-2017,Coimbatore,92.89(97.13)
08-07-2017,Tea Serve,67.80(84.41)
01-07-2017,Kolkata,165.76(168.49)
01-07-2017,Guwahati,150.69(154.87)
01-07-2017,Siliguri,135.59(111.33)
01-07-2017,Jalpaiguri,NS(NS)
01-07-2017,mjunction,
01-07-2017,Cochin,103.98(114.66)
01-07-2017,Coonoor,72.06(96.19)
01-07-2017,Coimbatore,88.40(98.93)
01-07-2017,Tea Serve,74.31(84.60)
24-06-2017,Kolkata,161.95(163.93)
24-06-2017,Guwahati,157.62(152.88)
24-06-2017,Siliguri,141.00(118.83)
24-06-2017,Jalpaiguri,NS(NS)
24-06-2017,mjunction,
24-06-2017,Cochin,107.40(113.94)
24-06-2017,Coonoor,76.62(96.94)
24-06-2017,Coimbatore,87.92(100.17)
24-06-2017,Tea Serve,80.61(88.47)
17-06-2017,Kolkata,159.84(163.88)
17-06-2017,Guwahati,157.29(152.99)
17-06-2017,Siliguri,144.49(145.44)
17-06-2017,Jalpaiguri,NS(NS)
17-06-2017,mjunction,
17-06-2017,Cochin,110.07(112.70)
17-06-2017,Coonoor,76.35(98.16)
17-06-2017,Coimbatore,87.62(100.54)
17-06-2017,Tea Serve,77.91(89.39)
10-06-2017,Kolkata,149.52(154.04)
10-06-2017,Guwahati,150.17(150.08)
10-06-2017,Siliguri,138.24(142.79)
10-06-2017,Jalpaiguri,NS(NS)
10-06-2017,mjunction,
10-06-2017,Cochin,110.95(114.28)
10-06-2017,Coonoor,77.07(98.48)
10-06-2017,Coimbatore,88.22(102.17)
10-06-2017,Tea Serve,80.13(91.04)
03-06-2017,Kolkata,139.43(144.51)
03-06-2017,Guwahati,140.04(146.46)
03-06-2017,Siliguri,132.88(144.44)
03-06-2017,Jalpaiguri,NS(NS)
03-06-2017,mjunction,
03-06-2017,Cochin,107.80(111.23)
03-06-2017,Coonoor,78.68(97.36)
03-06-2017,Coimbatore,89.79(100.94)
03-06-2017,Tea Serve,82.29(87.85)
27-05-2017,Kolkata,140.33(144.66)
27-05-2017,Guwahati,131.32(133.69)
27-05-2017,Siliguri,135.55(141.03)
27-05-2017,Jalpaiguri,NS(NS)
27-05-2017,mjunction,
27-05-2017,Cochin,112.16(114.01)
27-05-2017,Coonoor,83.01(96.49)
27-05-2017,Coimbatore,93.16(100.13)
27-05-2017,Tea Serve,83.67(85.41)
20-05-2017,Kolkata,147.06(145.09)
20-05-2017,Guwahati,131.78(129.30)
20-05-2017,Siliguri,143.32(142.38)
20-05-2017,Jalpaiguri,NS(NS)
20-05-2017,mjunction,
20-05-2017,Cochin,115.90(113.75)
20-05-2017,Coonoor,86.31(95.24)
20-05-2017,Coimbatore,93.59(100.15)
20-05-2017,Tea Serve,88.57(84.88)
13-05-2017,Kolkata,149.13(150.15)
13-05-2017,Guwahati,139.20(136.08)
13-05-2017,Siliguri,140.96(136.63)
13-05-2017,Jalpaiguri,NS(NS)
13-05-2017,mjunction,
13-05-2017,Cochin,114.49(115.30)
13-05-2017,Coonoor,86.95(96.35)
13-05-2017,Coimbatore,93.87(102.37)
13-05-2017,Tea Serve,89.49(87.18)
06-05-2017,Kolkata,148.71(146.67)
06-05-2017,Guwahati,142.07(133.41)
06-05-2017,Siliguri,138.16(131.53)
06-05-2017,Jalpaiguri,NS(NS)
06-05-2017,mjunction,
06-05-2017,Cochin,116.42(112.35)
06-05-2017,Coonoor,86.40(96.23)
06-05-2017,Coimbatore,99.22(103.15)
06-05-2017,Tea Serve,95.32(90.01)
29-04-2017,Kolkata,148.44(149.14)
29-04-2017,Guwahati,148.50(139.84)
29-04-2017,Siliguri,139.73(130.81)
29-04-2017,Jalpaiguri,NS(NS)
29-04-2017,mjunction,
29-04-2017,Cochin,125.20(109.97)
29-04-2017,Coonoor,91.33(95.62)
29-04-2017,Coimbatore,101.33(100.94)
29-04-2017,Tea Serve,96.36(87.11)
22-04-2017,Kolkata,151.77(160.41)
22-04-2017,Guwahati,158.44(146.24)
22-04-2017,Siliguri,137.23(135.71)
22-04-2017,Jalpaiguri,NS(NS)
22-04-2017,mjunction,
22-04-2017,Cochin,134.19(110.46)
22-04-2017,Coonoor,99.16(92.97)
22-04-2017,Coimbatore,106.50(99.68)
22-04-2017,Tea Serve,96.31(87.98)
15-04-2017,Kolkata,120.65(164.44)
15-04-2017,Guwahati,161.34(154.38)
15-04-2017,Siliguri,143.20(146.80)
15-04-2017,Jalpaiguri,NS(NS)
15-04-2017,mjunction,
15-04-2017,Cochin,NS(112.86)
15-04-2017,Coonoor,104.23(93.59)
15-04-2017,Coimbatore,110.49(99.98)
15-04-2017,Tea Serve,96.76(85.48)
08-04-2017,Kolkata,112.70(143.69)
08-04-2017,Guwahati,130.71(170.53)
08-04-2017,Siliguri,144.27(160.00)
08-04-2017,Jalpaiguri,NS(NS)
08-04-2017,mjunction,
08-04-2017,Cochin,137.24(115.66)
08-04-2017,Coonoor,105.81(93.73)
08-04-2017,Coimbatore,110.90(100.55)
08-04-2017,Tea Serve,98.26(83.17)
01-04-2017,Kolkata,NS(NS)
01-04-2017,Guwahati,106.49(119.11)
01-04-2017,Siliguri,120.34(140.78)
01-04-2017,Jalpaiguri,NS(NS)
01-04-2017,mjunction,
01-04-2017,Cochin,136.60(116.00)
01-04-2017,Coonoor,106.38(91.59)
01-04-2017,Coimbatore,110.10(98.00)
01-04-2017,Tea Serve,95.66(83.15)
25-03-2017,Kolkata,105.09(NS)
25-03-2017,Guwahati,NS(NS)
25-03-2017,Siliguri,97.73(NS)
25-03-2017,Jalpaiguri,NS(NS)
25-03-2017,mjunction,
25-03-2017,Cochin,133.78(NS)
25-03-2017,Coonoor,105.74(90.74)
25-03-2017,Coimbatore,110.62(96.56)
25-03-2017,Tea Serve,95.90(79.96)
18-03-2017,Kolkata,106.99(111.62)
18-03-2017,Guwahati,109.54(NS)
18-03-2017,Siliguri,NS(NS)
18-03-2017,Jalpaiguri,NS(NS)
18-03-2017,mjunction,
18-03-2017,Cochin,133.43(111.15)
18-03-2017,Coonoor,107.45(91.66)
18-03-2017,Coimbatore,113.49(95.91)
18-03-2017,Tea Serve,94.04(80.96)
11-03-2017,Kolkata,108.97(NS)
11-03-2017,Guwahati,104.74(105.35)
11-03-2017,Siliguri,NS(NS)
11-03-2017,Jalpaiguri,NS(NS)
11-03-2017,mjunction,
11-03-2017,Cochin,135.13(107.11)
11-03-2017,Coonoor,109.18(94.19)
11-03-2017,Coimbatore,115.13(94.58)
11-03-2017,Tea Serve,95.04(78.88)
04-03-2017,Kolkata,108.12(NS)
04-03-2017,Guwahati,106.32(NS)
04-03-2017,Siliguri,101.86(102.43)
04-03-2017,Jalpaiguri,NS(NS)
04-03-2017,mjunction,
04-03-2017,Cochin,135.01(109.51)
04-03-2017,Coonoor,109.65(100.18)
04-03-2017,Coimbatore,114.44(97.86)
04-03-2017,Tea Serve,97.22(79.83)
25-02-2017,Kolkata,110.41(109.77)
25-02-2017,Guwahati,110.20(108.52)
25-02-2017,Siliguri,NS(NS)
25-02-2017,Jalpaiguri,NS(NS)
25-02-2017,mjunction,
25-02-2017,Cochin,132.00(114.44)
25-02-2017,Coonoor,108.60(106.62)
25-02-2017,Coimbatore,113.04(103.37)
25-02-2017,Tea Serve,97.89(82.49)
18-02-2017,Kolkata,116.79(119.41)
18-02-2017,Guwahati,106.49(108.19)
18-02-2017,Siliguri,106.19(104.43)
18-02-2017,Jalpaiguri,NS(NS)
18-02-2017,mjunction,
18-02-2017,Cochin,133.16(120.07)
18-02-2017,Coonoor,106.59(109.94)
18-02-2017,Coimbatore,112.55(105.22)
18-02-2017,Tea Serve,97.70(81.30)
11-02-2017,Kolkata,123.73(122.26)
11-02-2017,Guwahati,105.59(113.29)
11-02-2017,Siliguri,105.33(101.94)
11-02-2017,Jalpaiguri,NS (NS)
11-02-2017,mjunction,
11-02-2017,Cochin,128.90(121.57)
11-02-2017,Coonoor,105.85(110.64)
11-02-2017,Coimbatore,113.49(105.64)
11-02-2017,Tea Serve,98.19(84.45)
04-02-2017,Kolkata,129.21(117.94)
04-02-2017,Guwahati,106.14(113.04)
04-02-2017,Siliguri,105.52(105.48)
04-02-2017,Jalpaiguri,NS(NS)
04-02-2017,mjunction,
04-02-2017,Cochin,124.04(123.56)
04-02-2017,Coonoor,105.11(104.49)
04-02-2017,Coimbatore,110.27(103.93)
04-02-2017,Tea Serve,98.56(83.86)
28-01-2017,Kolkata,131.53(122.06)
28-01-2017,Guwahati,111.18(115.69)
28-01-2017,Siliguri,109.11(110.25)
28-01-2017,Jalpaiguri,NS (NS)
28-01-2017,mjunction,
28-01-2017,Cochin,121.13(121.41)
28-01-2017,Coonoor,105.43(102.74)
28-01-2017,Coimbatore,109.01(101.11)
28-01-2017,Tea Serve,99.08(80.16)
21-01-2017,Kolkata,138.95(131.62)
21-01-2017,Guwahati,118.20(115.34)
21-01-2017,Siliguri,113.58(116.51)
21-01-2017,Jalpaiguri,NS(NS)
21-01-2017,mjunction,
21-01-2017,Cochin,119.11(119.64)
21-01-2017,Coonoor,106.54(96.80)
21-01-2017,Coimbatore,108.30(97.91)
21-01-2017,Tea Serve,100.75(78.17)
14-01-2017,Kolkata,137.42(139.57)
14-01-2017,Guwahati,119.67(128.57)
14-01-2017,Siliguri,119.96(119.06)
14-01-2017,Jalpaiguri,NS(NS)
14-01-2017,mjunction,
14-01-2017,Cochin,115.75(118.93)
14-01-2017,Coonoor,108.48(94.44)
14-01-2017,Coimbatore,107.22(94.73)
14-01-2017,Tea Serve,101.62(79.50)
07-01-2017,Kolkata,142.07(145.47)
07-01-2017,Guwahati,123.86(129.16)
07-01-2017,Siliguri,123.50(124.25)
07-01-2017,Jalpaiguri,NS(NS)
07-01-2017,mjunction,
07-01-2017,Cochin,112.85(113.81)
07-01-2017,Coonoor,108.25(89.47)
07-01-2017,Coimbatore,106.49(91.40)
07-01-2017,Tea Serve,99.02(74.67)
22-12-2018,Kolkata,154.33(147.62)
22-12-2018,Guwahati,137.02(139.79)
22-12-2018,Siliguri,144.23(131.38)
22-12-2018,Jalpaiguri,NS(NS)
22-12-2018,mjunction,
22-12-2018,Cochin,122.90(110.07)
22-12-2018,Coonoor,96.61(83.75)
22-12-2018,Coimbatore,105.66(92.51)
22-12-2018,Tea Serve,89.04(63.94)
15-12-2018,Kolkata,155.64(155.58)
15-12-2018,Guwahati,140.67(140.58)
15-12-2018,Siliguri,148.93(129.78)
15-12-2018,Jalpaiguri,NS (NS)
15-12-2018,mjunction,
15-12-2018,Cochin,123.21(108.91)
15-12-2018,Coonoor,97.73(81.42)
15-12-2018,Coimbatore,111.75(90.50)
15-12-2018,Tea Serve,89.23(64.13)
08-12-2018,Kolkata,159.12(157.88)
08-12-2018,Guwahati,143.55(140.01)
08-12-2018,Siliguri,146.49(128.02)
08-12-2018,Jalpaiguri,NS(NS)
08-12-2018,mjunction,
08-12-2018,Cochin,124.83(109.23)
08-12-2018,Coonoor,101.74(77.74)
08-12-2018,Coimbatore,112.35(90.12)
08-12-2018,Tea Serve,92.22(63.66)
01-12-2018,Kolkata,160.37(157.66)
01-12-2018,Guwahati,147.55(142.47)
01-12-2018,Siliguri,151.40(131.47)
01-12-2018,Jalpaiguri,NS(NS)
01-12-2018,mjunction,
01-12-2018,Cochin,125.1(110.34)
01-12-2018,Coonoor,102.90(74.75)
01-12-2018,Coimbatore,114.91(89.87)
01-12-2018,Tea Serve,94.29(65.14)
24-11-2018,Kolkata,158.48(159.51)
24-11-2018,Guwahati,147.28(143.61)
24-11-2018,Siliguri,146.67(133.55)
24-11-2018,Jalpaiguri,NS(NS)
24-11-2018,mjunction,
24-11-2018,Cochin,124.40(110.67)
24-11-2018,Coonoor,101.89(75.13)
24-11-2018,Coimbatore,112.07(91.90)
24-11-2018,Tea Serve,93.74(65.46)
17-11-2018,Kolkata,159.47(157.92)
17-11-2018,Guwahati,147.43(142.04)
17-11-2018,Siliguri,146.60(133.26)
17-11-2018,Jalpaiguri,NS(NS)
17-11-2018,mjunction,
17-11-2018,Cochin,121.96(109.51)
17-11-2018,Coonoor,99.99(76.38)
17-11-2018,Coimbatore,109.37(89.79)
17-11-2018,Tea Serve,90.15(67.92)
10-11-2018,Kolkata,163.10(159.63)
10-11-2018,Guwahati,151.88(144.19)
10-11-2018,Siliguri,138.11(131.20)
10-11-2018,Jalpaiguri,NS(NS)
10-11-2018,mjunction,
10-11-2018,Cochin,120.89(109.41)
10-11-2018,Coonoor,NS(77.57)
10-11-2018,Coimbatore,NS (93.38)
10-11-2018,Tea Serve,85.73(66.73)
27-10-2018,Kolkata,160.44(159.21)
27-10-2018,Guwahati,149.95(152.04)
27-10-2018,Siliguri,141.61(129.01)
27-10-2018,Jalpaiguri,NS(NS)
27-10-2018,mjunction,
27-10-2018,Cochin,121.27(107.81)
27-10-2018,Coonoor,92.85(80.62)
27-10-2018,Coimbatore,108.00(89.88)
27-10-2018,Tea Serve,79.19(66.86)
13-10-2018,Kolkata,164.21(160.37)
13-10-2018,Guwahati,148.63(153.66)
13-10-2018,Siliguri,136.28(128.37)
13-10-2018,Jalpaiguri,NS(NS)
13-10-2018,mjunction,
13-10-2018,Cochin,123.20(109.69)
13-10-2018,Coonoor,93.38(81.14)
13-10-2018,Coimbatore,108.65(89.01)
13-10-2018,Tea Serve,80.18(62.51)
20-10-2018,Kolkata,NS(159.12)
20-10-2018,Guwahati,NS(148.86)
20-10-2018,Siliguri,NS(132.99)
20-10-2018,Jalpaiguri,NS(NS)
20-10-2018,mjunction,
20-10-2018,Cochin,123.02(110.17)
20-10-2018,Coonoor,92.28(NS)
20-10-2018,Coimbatore,107.42(NS)
20-10-2018,Tea Serve,78.98(NS)
06-10-2018,Kolkata,160.79(165.01)
06-10-2018,Guwahati,148.20(151.24)
06-10-2018,Siliguri,135.01(127.20)
06-10-2018,Jalpaiguri,NS(NS)
06-10-2018,mjunction,
06-10-2018,Cochin,125.51(106.27)
06-10-2018,Coonoor,93.90(79.82)
06-10-2018,Coimbatore,113.47(90.73)
06-10-2018,Tea Serve,80.65(61.87)
29-09-2018,Kolkata,160.65(NS)
29-09-2018,Guwahati,147.19(NS)
29-09-2018,Siliguri,131.94(NS)
29-09-2018,Jalpaiguri,NS(NS)
29-09-2018,mjunction,
29-09-2018,Cochin,132.56(106.87)
29-09-2018,Coonoor,94.70(78.85)
29-09-2018,Coimbatore,110.80(84.35)
29-09-2018,Tea Serve,86.11(60.06)
22-09-2018,Kolkata,162.13(162.78)
22-09-2018,Guwahati,148.76(153.70)
22-09-2018,Siliguri,134.49(127.38)
22-09-2018,Jalpaiguri,NS(NS)
22-09-2018,mjunction,
22-09-2018,Cochin,137.18(109.36)
22-09-2018,Coonoor,95.03(76.57)
22-09-2018,Coimbatore,112.81(82.93)
22-09-2018,Tea Serve,84.91(56.74)
15-09-2018,Kolkata,162.45(153.92)
15-09-2018,Guwahati,150.93(149.57)
15-09-2018,Siliguri,138.42(126.73)
15-09-2018,Jalpaiguri,NS(NS)
15-09-2018,mjunction,
15-09-2018,Cochin,132.27(105.59)
15-09-2018,Coonoor,95.03(70.75)
15-09-2018,Coimbatore,111.79(80.81)
15-09-2018,Tea Serve,83.32(55.60)
08-09-2018,Kolkata,161.30(160.59)
08-09-2018,Guwahati,154.19(147.99)
08-09-2018,Siliguri,140.40(124.18)
08-09-2018,Jalpaiguri,NS(NS)
08-09-2018,mjunction,
08-09-2018,Cochin,134.41(NS)
08-09-2018,Coonoor,94.27(67.57)
08-09-2018,Coimbatore,110.11(78.13)
08-09-2018,Tea Serve,82.68(58.58)
01-09-2018,Kolkata,161.86(156.33)
01-09-2018,Guwahati,156.83(149.87)
01-09-2018,Siliguri,138.80(124.67)
01-09-2018,Jalpaiguri,NS(NS)
01-09-2018,mjunction,
01-09-2018,Cochin,134.02(108.04)
01-09-2018,Coonoor,93.96(64.22)
01-09-2018,Coimbatore,108.09(82.15)
01-09-2018,Tea Serve,81.55(60.51)
25-08-2018,Kolkata,162.97(163.05)
25-08-2018,Guwahati,156.72(153.43)
25-08-2018,Siliguri,137.74(124.43)
25-08-2018,Jalpaiguri,NS (NS)
25-08-2018,mjunction,
25-08-2018,Cochin,NS(109.92)
25-08-2018,Coonoor,91.49(64.23)
25-08-2018,Coimbatore,101.24(81.25)
25-08-2018,Tea Serve,75.53(62.94)
18-08-2018,Kolkata,169.98(165.98)
18-08-2018,Guwahati,157.95(153.11)
18-08-2018,Siliguri,138.87(126.25)
18-08-2018,Jalpaiguri,NS(NS)
18-08-2018,mjunction,
18-08-2018,Cochin,121.85(108.51)
18-08-2018,Coonoor,86.39(65.60)
18-08-2018,Coimbatore,98.66(81.48)
18-08-2018,Tea Serve,68.79(58.90)
11-08-2018,Kolkata,172.28(164.03)
11-08-2018,Guwahati,160.61(156.38)
11-08-2018,Siliguri,139.98(124.33)
11-08-2018,Jalpaiguri,NS(NS)
11-08-2018,mjunction,
11-08-2018,Cochin,123.16(108.51)
11-08-2018,Coonoor,85.83(69.57)
11-08-2018,Coimbatore,97.35(84.31)
11-08-2018,Tea Serve,68.56(61.27)
04-04-2018,Kolkata,175.72(154.56)
04-04-2018,Guwahati,162.69(156.27)
04-04-2018,Siliguri,142.63(127.64)
04-04-2018,Jalpaiguri,NS(NS)
04-04-2018,mjunction,
04-04-2018,Cochin,119.11(106.82)
04-04-2018,Coonoor,83.83(73.75)
04-04-2018,Coimbatore,94.03(83.33)
04-04-2018,Tea Serve,65.59(62.51)
28-07-2018,Kolkata,174.90(162.98)
28-07-2018,Guwahati,164.44(153.23)
28-07-2018,Siliguri,145.01(126.41)
28-07-2018,Jalpaiguri,NS(NS)
28-07-2018,mjunction,
28-07-2018,Cochin,118.52(106.11)
28-07-2018,Coonoor,81.98(74.01)
28-07-2018,Coimbatore,91.69(80.45)
28-07-2018,Tea Serve,65.57(62.86)
21-07-2018,Kolkata,175.30(165.87)
21-07-2018,Guwahati,163.96(151.19)
21-07-2018,Siliguri,146.36(129.39)
21-07-2018,Jalpaiguri,NS(NS)
21-07-2018,mjunction,
21-07-2018,Cochin,111.32(104.76)
21-07-2018,Coonoor,80.61(71.86)
21-07-2018,Coimbatore,94.53(82.61)
21-07-2018,Tea Serve,62.50(62.50)
14-07-2018,Kolkata,174.36(160.57)
14-07-2018,Guwahati,163.85(151.21)
14-07-2018,Siliguri,144.87(132.76)
14-07-2018,Jalpaiguri,NS(NS)
14-07-2018,mjunction,
14-07-2018,Cochin,111.44(106.61)
14-07-2018,Coonoor,80.01(69.83)
14-07-2018,Coimbatore,92.73(86.87)
14-07-2018,Tea Serve,64.41(63.19)
07-07-2018,Kolkata,180.65(170.56)
07-07-2018,Guwahati,161.32(152.66)
07-07-2018,Siliguri,146.68(132.59)
07-07-2018,Jalpaiguri,NS(NS)
07-07-2018,mjunction,
07-07-2018,Cochin,111.47(104.92)
07-07-2018,Coonoor,77.25(76.37)
07-07-2018,Coimbatore,89.03(92.89)
07-07-2018,Tea Serve,66.20(67.80)
30-06-2018,Kolkata,180.81(165.76)
30-06-2018,Guwahati,165.07(150.69)
30-06-2018,Siliguri,150.39(135.59)
30-06-2018,Jalpaiguri,NS(NS)
30-06-2018,mjunction,
30-06-2018,Cochin,110.90(103.98)
30-06-2018,Coonoor,76.59(72.06)
30-06-2018,Coimbatore,91.32(88.40)
30-06-2018,Tea Serve,62.86(74.31)
23-06-2018,Kolkata,173.12(161.95)
23-06-2018,Guwahati,168.36(157.62)
23-06-2018,Siliguri,149.15(140.97)
23-06-2018,Jalpaiguri,NS(NS)
23-06-2018,mjunction,
23-06-2018,Cochin,112.48(107.40)
23-06-2018,Coonoor,76.34(76.62)
23-06-2018,Coimbatore,89.23(87.92)
23-06-2018,Tea Serve,63.72(80.61)
16-06-2018,Kolkata,165.87(159.84)
16-06-2018,Guwahati,160.82(157.29)
16-06-2018,Siliguri,143.50(144.49)
16-06-2018,Jalpaiguri,NS(NS)
16-06-2018,mjunction,
16-06-2018,Cochin,112.82(110.07)
16-06-2018,Coonoor,77.19(76.35)
16-06-2018,Coimbatore,90.35(87.62)
16-06-2018,Tea Serve,65.34(77.91)
09-06-2018,Kolkata,156.67(149.52)
09-06-2018,Guwahati,153.37(150.17)
09-06-2018,Siliguri,145.44(138.24)
09-06-2018,Jalpaiguri,NS(NS)
09-06-2018,mjunction,
09-06-2018,Cochin,112.83(110.95)
09-06-2018,Coonoor,76.98(77.07)
09-06-2018,Coimbatore,91.57(88.22)
09-06-2018,Tea Serve,67.13(80.13)
02-06-2018,Kolkata,150.81(139.43)
02-06-2018,Guwahati,151.35(140.04)
02-06-2018,Siliguri,151.40(132.88)
02-06-2018,Jalpaiguri,NS(NS)
02-06-2018,mjunction,
02-06-2018,Cochin,111.12(107.80)
02-06-2018,Coonoor,77.14(78.68)
02-06-2018,Coimbatore,91.66(89.79)
02-06-2018,Tea Serve,68.00(82.29)
26-05-2018,Kolkata,155.28(140.33)
26-05-2018,Guwahati,142.67(131.32)
26-05-2018,Siliguri,149.11(135.55)
26-05-2018,Jalpaiguri,NS(NS)
26-05-2018,mjunction,
26-05-2018,Cochin,111.20(112.16)
26-05-2018,Coonoor,77.33(83.01)
26-05-2018,Coimbatore,92.87(93.16)
26-05-2018,Tea Serve,66.49(83.67)
19-05-2018,Kolkata,159.89(147.06)
19-05-2018,Guwahati,146.36(131.78)
19-05-2018,Siliguri,142.88(143.32)
19-05-2018,Jalpaiguri,NS(NS)
19-05-2018,mjunction,
19-05-2018,Cochin,113.00(115.90)
19-05-2018,Coonoor,78.46(86.31)
19-05-2018,Coimbatore,90.39(93.59)
19-05-2018,Tea Serve,66.68(88.57)
12-05-2018,Kolkata,165.65(149.13)
12-05-2018,Guwahati,146.06(139.20)
12-05-2018,Siliguri,134.17(140.96)
12-05-2018,Jalpaiguri,NS (NS)
12-05-2018,mjunction,
12-05-2018,Cochin,115.81(114.49)
12-05-2018,Coonoor,81.65(86.95)
12-05-2018,Coimbatore,94.33(93.87)
12-05-2018,Tea Serve,70.66(89.49)
05-05-2018,Kolkata,156.77(148.71)
05-05-2018,Guwahati,154.72(142.07)
05-05-2018,Siliguri,134.86(138.16)
05-05-2018,Jalpaiguri,NS(NS)
05-05-2018,mjunction,
05-05-2018,Cochin,120.40(116.42)
05-05-2018,Coonoor,84.96(86.40)
05-05-2018,Coimbatore,100.92(99.22)
05-05-2018,Tea Serve,71.96(95.32)
28-04-2018,Kolkata,150.52(148.44)
28-04-2018,Guwahati,160.65(148.50)
28-04-2018,Siliguri,144.21(139.83)
28-04-2018,Jalpaiguri,NS(NS)
28-04-2018,mjunction,
28-04-2018,Cochin,119.28(125.20)
28-04-2018,Coonoor,90.07(91.33)
28-04-2018,Coimbatore,103.59(101.33)
28-04-2018,Tea Serve,69.64(96.36)
21-04-2018,Kolkata,147.19(151.77)
21-04-2018,Guwahati,153.65(158.44)
21-04-2018,Siliguri,152.49(137.23)
21-04-2018,Jalpaiguri,NS(NS)
21-04-2018,mjunction,
21-04-2018,Cochin,121.34(134.19)
21-04-2018,Coonoor,93.89(99.16)
21-04-2018,Coimbatore,105.62(106.50)
21-04-2018,Tea Serve,69.02(96.31)
14-04-2018,Kolkata,114.92(120.65)
14-04-2018,Guwahati,154.56(161.34)
14-04-2018,Siliguri,159.42(143.20)
14-04-2018,Jalpaiguri,NS(NS)
14-04-2018,mjunction,
14-04-2018,Cochin,121.72(NS)
14-04-2018,Coonoor,94.13(104.23)
14-04-2018,Coimbatore,106.13(110.49)
14-04-2018,Tea Serve,68.12(96.76)
07-04-2018,Kolkata,119.74(115.00)
07-04-2018,Guwahati,125.75(130.71)
07-04-2018,Siliguri,165.07(144.27)
07-04-2018,Jalpaiguri,NS(NS)
07-04-2018,mjunction,
07-04-2018,Cochin,122.63(137.25)
07-04-2018,Coonoor,94.16(105.81)
07-04-2018,Coimbatore,107.07(110.90)
07-04-2018,Tea Serve,67.93(98.26)
31-03-2018,Kolkata,NS(NS)
31-03-2018,Guwahati,93.38(106.49)
31-03-2018,Siliguri,94.07(120.34)
31-03-2018,Jalpaiguri,NS(NS)
31-03-2018,mjunction,
31-03-2018,Cochin,NS(136.60)
31-03-2018,Coonoor,95.56(106.38)
31-03-2018,Coimbatore,107.44(110.10)
31-03-2018,Tea Serve,70.35(95.66)
24-03-2018,Kolkata,99.48(105.09)
24-03-2018,Guwahati,NS(NS)
24-03-2018,Siliguri,NS(97.73)
24-03-2018,Jalpaiguri,NS(NS)
24-03-2018,mjunction,
24-03-2018,Cochin,124.72(133.78)
24-03-2018,Coonoor,94.58(105.74)
24-03-2018,Coimbatore,106.06(110.62)
24-03-2018,Tea Serve,65.23(95.90)
17-03-2018,Kolkata,NS(106.99)
17-03-2018,Guwahati,NS(109.54)
17-03-2018,Siliguri,NS(NS)
17-03-2018,Jalpaiguri,NS(NS)
17-03-2018,mjunction,
17-03-2018,Cochin,123.18(133.43)
17-03-2018,Coonoor,92.96(107.45)
17-03-2018,Coimbatore,107.53(113.49)
17-03-2018,Tea Serve,69.99(94.04)
10-03-2018,Kolkata,NS(108.97)
10-03-2018,Guwahati,99.30(104.74)
10-03-2018,Siliguri,92.72(NS)
10-03-2018,Jalpaiguri,NS(NS)
10-03-2018,mjunction,
10-03-2018,Cochin,121.39(135.13)
10-03-2018,Coonoor,93.96(109.18)
10-03-2018,Coimbatore,103.78(115.13)
10-03-2018,Tea Serve,71.05(95.04)
03-03-2018,Kolkata,112.20(108.12)
03-03-2018,Guwahati,99.12(106.32)
03-03-2018,Siliguri,NS(NS)
03-03-2018,Jalpaiguri,NS(NS)
03-03-2018,mjunction,
03-03-2018,Cochin,120.70(135.01)
03-03-2018,Coonoor,93.38(109.65)
03-03-2018,Coimbatore,104.51(114.44)
03-03-2018,Tea Serve,74.35(97.22)
24-02-2018,Kolkata,111.99(110.41)
